Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Number of Channels","Resolution (Bits)","Sampling Rate (Per Second)","Data Interface","Voltage Supply Source","Voltage - Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","Grade","Qualification"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fads1205","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4212/296~4204104~RGE~24.jpg","296-18193-2-ND,296-18193-1-ND,296-18193-6-ND","ADS1205IRGET","Texas Instruments","Texas Instruments","IC MODULATOR 16BIT 40K 24VQFN","919","13.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Modulator","2","16 b","40k","Serial","Analog and Digital","2.7V ~ 5.5V","-40°C ~ 85°C","Surface Mount","24-VFQFN Exposed Pad","24-VQFN (4x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv320adc6140","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/698/296%7E4206244%7ERTW%7E24.JPG","296-TLV320ADC6140IRTWTTR-ND,296-TLV320ADC6140IRTWTCT-ND,296-TLV320ADC6140IRTWTDKR-ND","TLV320ADC6140IRTWT","Texas Instruments","Texas Instruments","IC ADC AUDIO 768K 24WQFN","3,955","13.52","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","4","-","768k","I2C, SPI","Analog and Digital","1.7V ~ 3.6V, 1.65V ~ 3.6V","-40°C ~ 125°C (TA)","Surface Mount","24-WFQFN Exposed Pad","24-WQFN (4x4)","-","-"
"https://statics.cirrus.com/pubs/proDatasheet/CS4398_DS568F4.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2526/598%7E28TSSOP-4%2C4%7E%7E28.jpg","598-CS4398K-CZZRTR-ND,598-CS4398K-CZZRCT-ND,598-CS4398K-CZZRDKR-ND","CS4398K-CZZR","Cirrus Logic Inc.","Cirrus Logic Inc.","IC 120DB 192KHZ MLTI-BIT DAC W/V","3,474","15.53","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DAC, Audio","2","24 b","192k","I2C, SPI","Analog and Digital","4.75V ~ 5.25V, 3.1V ~ 5.25V","-10°C ~ 70°C","Surface Mount","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1794a","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2330/296%3B4040065%3BDB%3B28.jpg","296-21537-2-ND,296-21537-1-ND,296-21537-6-ND,2156-PCM1794ADBR-ND","PCM1794ADBR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC DAC/AUDIO 24BIT 200K 28SSOP","2,699","15.86","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","DAC, Audio","3","24 b","200k","I2S","Analog and Digital","3V ~ 3.6V, 5V","-25°C ~ 85°C","Surface Mount","28-SSOP (0.209"", 5.30mm Width)","28-SSOP","-","-"
"https://statics.cirrus.com/pubs/proDatasheet/CS5351_F3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2504/598%7E24TSSOP-4%2C4%7E%7E28.jpg","598-CS5351K-DZZRTR-ND,598-CS5351K-DZZRCT-ND,598-CS5351K-DZZRDKR-ND","CS5351K-DZZR","Cirrus Logic Inc.","Cirrus Logic Inc.","IC 24BIT 108DB 192KHZ MULTI-BIT","3,595","16.95","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Not For New Designs","ADC, Audio","2","24 b","192k","I2S, Serial","Analog and Digital","4.75V ~ 5.25V, 3.1V ~ 5.25V","-40°C ~ 85°C","Surface Mount","24-TSSOP (0.173"", 4.40mm Width)","24-TSSOP","-","-"
"https://statics.cirrus.com/pubs/proDatasheet/CS5361_F3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2467/598%7E24SOIC-7%2C5%7E%7E24.jpg","598-CS5361K-KSZRTR-ND,598-CS5361K-KSZRCT-ND,598-CS5361K-KSZRDKR-ND","CS5361K-KSZR","Cirrus Logic Inc.","Cirrus Logic Inc.","IC 24BIT 114DB 192KHZ MULTI-BIT","939","17.05","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","2","24 b","192k","I2S","Analog and Digital","4.75V ~ 5.25V, 3.1V ~ 5.25V","-10°C ~ 70°C","Surface Mount","24-SOIC (0.295"", 7.50mm Width)","24-SOIC","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD74413R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/22/505;CP-64-15;CP;64.jpg","505-AD74413RBCPZ-RL7TR-ND,505-AD74413RBCPZ-RL7CT-ND,505-AD74413RBCPZ-RL7DKR-ND","AD74413RBCPZ-RL7","Analog Devices Inc.","Analog Devices Inc.","IC SOFTW CONF 16BIT 4.8K 64LFCSP","462","19.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Software Configurable Input/Output","4","16 b","4.8k","SPI","Analog and Digital","14V ~ 28.8V, 2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","64-WFQFN Exposed Pad, CSP","64-LFCSP (9x9)","-","-"
"https://www.akm.com/content/dam/documents/products/audio/audio-adc/ak5578en/ak5578en-en-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/974%3B64QFN-1.0-9x9%3B%3B64.jpg","974-1119-2-ND,974-1119-1-ND,974-1119-6-ND","AK5578EN","Asahi Kasei Microdevices/AKM","Asahi Kasei Microdevices/AKM","IC ADC/AUDIO 32BIT 768K 64QFN","1,619","20.72","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","8","32 b","768k","DSD, I2S","Analog and Digital","1.8V, 5V","-40°C ~ 105°C","Surface Mount","64-VFQFN Exposed Pad","64-QFN (9x9)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famc7812b","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_64-QFN.jpg","296-39902-2-ND,296-39902-1-ND,296-39902-6-ND","AMC7812BSRGCR","Texas Instruments","Texas Instruments","IC ANLG MON/CTL 12B 500K 64VQFN","1,774","23.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Analog Monitor/Control Circuit","16","12 b","500k","I2C, SPI","Analog and Digital","2.7V ~ 5.5V","-40°C ~ 125°C","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famc7812b","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1130/PAP-64-TQFP-Exp-Pad-Pkg.jpg","296-39901-2-ND,296-39901-1-ND,296-39901-6-ND,2156-AMC7812BSPAPR-ND","AMC7812BSPAPR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC ANALOG MON 12BIT 500K 64HTQFP","1,529","24.56","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","Analog Monitor/Control Circuit","16","12 b","500k","I2C, SPI","Analog and Digital","2.7V ~ 5.5V","-40°C ~ 125°C","Surface Mount","64-PowerTQFP","64-HTQFP (10x10)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famc7812","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1130/PAP-64-TQFP-Exp-Pad-Pkg.jpg","296-36555-2-ND,296-36555-1-ND,296-36555-6-ND","AMC7812SPAPR","Texas Instruments","Texas Instruments","IC ANLG MON 12BIT 500K 64HTQFP","1,517","24.56","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Analog Monitor/Control Circuit","16","12 b","500k","I2C, Serial, SPI™","Analog and Digital","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","64-PowerTQFP","64-HTQFP (10x10)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7606_7606-6_7606-4.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4830/505%7EST-64-2%7EST%7E64.JPG","505-AD7606BSTZ-4RLTR-ND,505-AD7606BSTZ-4RLCT-ND,505-AD7606BSTZ-4RLDKR-ND","AD7606BSTZ-4RL","Analog Devices Inc.","Analog Devices Inc.","IC DAS/ADC 16BIT 200K 64LQFP","4,126","25.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Data Acquisition System (DAS), ADC","4","16 b","200k","DSP, MICROWIRE™, Parallel, QSPI™, Serial, SPI™","Analog and Digital","2.3V ~ 5.25V, 4.75V ~ 5.25V","-40°C ~ 85°C","Surface Mount","64-LQFP","64-LQFP (10x10)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famc7812","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_64-QFN.jpg","296-28268-2-ND,296-28268-1-ND,296-28268-6-ND","AMC7812SRGCT","Texas Instruments","Texas Instruments","IC ANLG MON/CTL 12B 500K 64VQFN","990","27.29","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Analog Monitor/Control Circuit","16","12 b","500k","I2C, Serial, SPI™","Analog and Digital","2.7V ~ 5.5V","-40°C ~ 105°C","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7606_7606-6_7606-4.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4830/505%7EST-64-2%7EST%7E64.JPG","AD7606BSTZ-6RLTR-ND,AD7606BSTZ-6RLCT-ND,AD7606BSTZ-6RLDKR-ND","AD7606BSTZ-6RL","Analog Devices Inc.","Analog Devices Inc.","IC DAS/ADC 16BIT 200K 64LQFP","1,200","31.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Data Acquisition System (DAS), ADC","6","16 b","200k","DSP, MICROWIRE™, Parallel, QSPI™, Serial, SPI™","Analog and Digital","2.3V ~ 5.25V, 4.75V ~ 5.25V","-40°C ~ 85°C","Surface Mount","64-LQFP","64-LQFP (10x10)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7293.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/505%3BCP-56-1%3BCP%3B56.jpg","505-AD7293BCPZ-RLTR-ND,505-AD7293BCPZ-RLCT-ND,505-AD7293BCPZ-RLDKR-ND","AD7293BCPZ-RL","Analog Devices Inc.","Analog Devices Inc.","12-BIT POWER AMPLIFIER CURRENT C","2,396","52.61","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Power Amplifier","4","12 b","-","Serial, SPI","Single Supply","4.5V ~ 5.5V, 4.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","56-WFQFN Exposed Pad, CSP","56-LFCSP-WQ (8x8)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1753","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/27/16-SSOP.jpg","296-26301-2-ND,296-26301-1-ND,296-26301-6-ND","PCM1753DBQR","Texas Instruments","Texas Instruments","IC DAC/AUDIO 24BIT 200K 16SSOP","13,534","2.29","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DAC, Audio","2","24 b","200k","I2S","Single Supply","5V","-25°C ~ 85°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-SSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv320dac32","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4223442%7ERHB%7E32_.jpg","296-50548-2-ND,296-50548-1-ND,296-50548-6-ND,2156-TLV320DAC32IRHBR-ND","TLV320DAC32IRHBR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC DAC 24BIT 96K 32VQFN","346","2.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","DAC","2","24 b","96k","I2C, Serial","Analog and Digital","1.8V, 3.3V","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)","-","-"
"https://www.ti.com/lit/ds/symlink/ldc3114.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/296%3B-4220204%3B-PW%3B-16.jpg","296-LDC3114QPWRTR-ND,296-LDC3114QPWRCT-ND,296-LDC3114QPWRDKR-ND","LDC3114QPWR","Texas Instruments","Texas Instruments","4-CHANNEL INDUCTANCE-TO-DIGITAL","1,199","2.94","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Touch and Inductance","4","-","-","I2C","Single Supply","1.71V ~ 1.89V, 1.71V ~ 1.89V","-40°C ~ 125°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1807","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3936/296~4040064-3~PW~14.jpg","296-31708-2-ND,296-31708-1-ND,296-31708-6-ND","PCM1807PWR","Texas Instruments","Texas Instruments","IC ADC/AUDIO 24BIT 96K 14TSSOP","3,888","3","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","2","24 b","96k","SPI","Analog and Digital","2.7V ~ 3.6V, 4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv320dac3100","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4223442%7ERHB%7E32_.jpg","296-39266-2-ND,296-39266-1-ND,296-39266-6-ND","TLV320DAC3100IRHBT","Texas Instruments","Texas Instruments","IC DAC/AUDIO 24BIT 192K 32VQFN","772","3.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DAC, Audio","2","24 b","192k","DSP, I2S","Analog and Digital","1.65V ~ 1.95V, 2.7V ~ 3.6V","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv320dac32","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4223442%7ERHB%7E32_.jpg","296-21317-2-ND,296-21317-1-ND,296-21317-6-ND,2156-TLV320DAC32IRHBT-ND","TLV320DAC32IRHBT","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC DAC 24BIT 96K 32VQFN","488","3.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","DAC","2","24 b","96k","I2C, Serial","Analog and Digital","1.8V, 3.3V","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm5101a-q1","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/698/296%3B4040064-5%3BPW%3B20.jpg","296-37276-2-ND,296-37276-1-ND,296-37276-6-ND","PCM5101AQPWRQ1","Texas Instruments","Texas Instruments","IC DAC 16/24/32BIT 384K 20TSSOP","5,506","3.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DirectPath™","Active","DAC, Audio","2","16 b, 24 b, 32 b","384k","PCM","Analog and Digital","1.65V ~ 3.46V","-40°C ~ 125°C","Surface Mount","20-TSSOP (0.173"", 4.40mm Width)","20-TSSOP","Automotive","AEC-Q100"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1774","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/RGP-20-PQFP%20Pkg.jpg","296-46175-2-ND,296-46175-1-ND,296-46175-6-ND","PCM1774RGPR","Texas Instruments","Texas Instruments","IC DAC/AUDIO 16BIT 50K 20QFN","7,701","3.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DAC, Audio","2","16 b","50k","DSP, I2S","Analog and Digital","1.7V ~ 3.6V","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv320dac3101","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4223442%7ERHB%7E32_.jpg","296-25780-2-ND,296-25780-1-ND,296-25780-6-ND,2156-TLV320DAC3101IRHBR-ND","TLV320DAC3101IRHBR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC DAC 32BIT 192K 32VQFN","20,247","3.28","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","DAC","2","32 b","192k","I2C, Serial","Analog and Digital","1.8V, 3.3V","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)","-","-"
"https://www.ti.com/lit/ds/symlink/ldc3114-q1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/296%3B-4220204%3B-PW%3B-16.jpg","296-LDC3114QPWRQ1TR-ND,296-LDC3114QPWRQ1CT-ND,296-LDC3114QPWRQ1DKR-ND","LDC3114QPWRQ1","Texas Instruments","Texas Instruments","AUTOMOTIVE 4-CHANNEL INDUCTANCE","3,596","3.47","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Touch and Inductance","4","-","160","I2C","Single Supply","1.71V ~ 1.89V, 1.71V ~ 1.89V","-40°C ~ 125°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm5100","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/698/296%3B4040064-5%3BPW%3B20.jpg","296-28785-2-ND,296-28785-1-ND,296-28785-6-ND","PCM5100PWR","Texas Instruments","Texas Instruments","IC DAC 16/24/32BIT 384K 20TSSOP","3,577","3.57","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DirectPath™","Not For New Designs","DAC, Audio","2","16 b, 24 b, 32 b","384k","PCM","Analog and Digital","3V ~ 3.6V","-25°C ~ 85°C","Surface Mount","20-TSSOP (0.173"", 4.40mm Width)","20-TSSOP","-","-"
"https://rocelec.widen.net/view/pdf/qi9vfdtyvl/sles011e.pdf?t.download=true&u=5oefqw","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296%7E4040064-4%7EPW%7E16.JPG","296-48642-2-ND,296-48642-1-ND,296-48642-6-ND,2156-PCM1771PWR-ND","PCM1771PWR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC DAC/AUDIO 24BIT 50K 16TSSOP","1,742","3.88","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","DAC, Audio","2","24 b","50k","I2S","Single Supply","1.6V ~ 3.6V","-25°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famc1035","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/296_8-SOIC.jpg","296-53168-2-ND,296-53168-1-ND,296-53168-6-ND","AMC1035DR","Texas Instruments","Texas Instruments","IC MODULATOR 16BIT 8SOIC","1,452","3.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Modulator","1","16 b","-","-","Analog and Digital","3V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1860","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/414/30-TSSOP-DBT.jpg","296-PCM1860DBTR-ND,296-PCM1860DBCT-ND,296-PCM1860DBDKR-ND","PCM1860DBTR","Texas Instruments","Texas Instruments","IC ADC/AUDIO 24BIT 192K 30TSSOP","1,046","3.99","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","2","24 b","192k","I2S","Analog and Digital","3V ~ 3.6V","-40°C ~ 125°C","Surface Mount","30-TFSOP (0.173"", 4.40mm Width)","30-TSSOP","-","-"
"https://www.ti.com/lit/ds/symlink/pcmd3140.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3730/296%7E4225900%7ERTE%7E20.JPG","296-PCMD3140IRTERTR-ND,296-PCMD3140IRTERCT-ND,296-PCMD3140IRTERDKR-ND","PCMD3140IRTER","Texas Instruments","Texas Instruments","FOUR-CHANNEL PDM-INPUT TO TDM- O","2,968","4.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Audio","4","16 b, 20 b, 24 b, 32 b","7.35k ~ 768k","I2C, I2S, TDM","Dual Supply","1.7V ~ 1.9V, 3V ~ 3.6V","-40°C ~ 125°C (TA)","Surface Mount","20-WFQFN Exposed Pad","20-WQFN (3x3)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https://www.ti.com/lit/gpn/pcm1821","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3730/296%7E4225900%7ERTE%7E20.JPG","296-PCM1820IRTERTR-ND,296-PCM1820IRTERCT-ND,296-PCM1820IRTERDKR-ND","PCM1820IRTER","Texas Instruments","Texas Instruments","STEREO-CHANNEL, 32-BIT, 192-KHZ,","2,902","4.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Burr-Brown™","Active","ADC, Audio","2","-","8k ~ 192k","I2S, TDM","Analog and Digital","3V ~ 3.6V, 1.65V ~ 1.95V","-40°C ~ 125°C (TA)","Surface Mount","20-WFQFN Exposed Pad","20-WQFN (3x3)","-","-"
"https://www.ti.com/lit/ds/symlink/tlv320adc3120.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3730/296%7E4225900%7ERTE%7E20.JPG","296-TLV320ADC3120IRTERTR-ND,296-TLV320ADC3120IRTERCT-ND,296-TLV320ADC3120IRTERDKR-ND","TLV320ADC3120IRTER","Texas Instruments","Texas Instruments","STEREO-CHANNEL, 768-KHZ, BURR-BR","5,310","4.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Burr-Brown™","Active","ADC, Audio","2","-","7.35k ~ 768k","I2C, I2S, TDM","Analog and Digital","1.7V ~ 1.9V, 3V ~ 3.6V, 1.65V ~ 1.96V","-40°C ~ 125°C (TA)","Surface Mount","20-WFQFN Exposed Pad","20-WQFN (3x3)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv320adc3100","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4212/296%7E4204104%7ERGE%7E24.jpg","296-49074-2-ND,296-49074-1-ND,296-49074-6-ND","TLV320ADC3100IRGET","Texas Instruments","Texas Instruments","IC ADC/AUD 24BIT 8K-96K 24VQFN","1,042","4.27","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","2","24 b","8k ~ 96k","I2C, I2S","Analog and Digital","1.65V ~ 1.95V, 2.7V ~ 3.6V","-40°C ~ 85°C","Surface Mount","24-VFQFN Exposed Pad","24-VQFN (4x4)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7147.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/22/505;CP-24-7;CP;24.jpg","505-AD7147ACPZ-REELTR-ND,505-AD7147ACPZ-REELCT-ND,505-AD7147ACPZ-REELDKR-ND","AD7147ACPZ-REEL","Analog Devices Inc.","Analog Devices Inc.","IC CAP TO DGT 16BIT 250K 24LFCSP","4,970","4.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CapTouch™","Active","Capacitance-to-Digital Converter","13","16 b","250k","SPI","Single Supply","2.6V ~ 3.6V","-40°C ~ 85°C","Surface Mount","24-WFQFN Exposed Pad, CSP","24-LFCSP (4x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1774","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/RGP-20-PQFP%20Pkg.jpg","296-22036-2-ND,296-22036-1-ND,296-22036-6-ND","PCM1774RGPT","Texas Instruments","Texas Instruments","IC DAC/AUDIO 16BIT 50K 20QFN","1,112","4.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DAC, Audio","2","16 b","50k","DSP, I2S","Analog and Digital","1.7V ~ 3.6V","-40°C ~ 85°C","Surface Mount","20-VFQFN Exposed Pad","20-QFN (4x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1860","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/414/30-TSSOP-DBT.jpg","296-40478-2-ND,296-40478-1-ND,296-40478-6-ND","PCM1862DBTR","Texas Instruments","Texas Instruments","IC ADC/AUDIO 24BIT 192K 30TSSOP","4,719","4.53","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","2","24 b","192k","I2C, SPI","Analog and Digital","3V ~ 3.6V","-40°C ~ 125°C","Surface Mount","30-TFSOP (0.173"", 4.40mm Width)","30-TSSOP","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7156.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1100/505;CP-10-9;CP;10.jpg","505-AD7156BCPZ-REELTR-ND,505-AD7156BCPZ-REELCT-ND,505-AD7156BCPZ-REELDKR-ND","AD7156BCPZ-REEL","Analog Devices Inc.","Analog Devices Inc.","IC CAP TO DGT 12BIT 100K 10LFCSP","1,412","4.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Capacitance-to-Digital Converter","2","12 b","100k","Serial","Single Supply","1.8V ~ 3.6V","-40°C ~ 85°C","Surface Mount","10-VFDFN Exposed Pad, CSP","10-LFCSP-WD (3x3)","-","-"
